,title,label,label_score
4425,"Aliran Dana Radikalisme dari Saudi, ini Jawaban Kiai Said ",clickbait,1
950,"Yeonjun TXT Ulang Tahun, Ini Fakta yang Perlu Kamu Tahu Tentangnya",clickbait,1
911,19 Hadiah untuk Calon atau Ibu Mertua yang Sulit Ditaklukkan,clickbait,1
5625,Duluan Mana? Jepit Bulu Mata Baru Pakai Maskara atau Sebaliknya?,clickbait,1
1744,Cukup Bayar Rp 5.000 untuk Masuk ke 5 Museum di Jakarta Ini,clickbait,1
2730,Mantan Bek Kiri MU Ingin Jadi Pelatih,clickbait,1
8381,"Sahila Hisyam Ogah Bahas Lamaran Vicky Prasetyo, Baper Dirisak Netizen?",clickbait,1
965,"7 Cara Mengetahui Anak Kesepian, Perhatikan Tandanya!",clickbait,1
3272,"Tasya Farasya Unggah Kamar Mewahnya, Netizen: Inikah Kamar Princess Jasmine?",clickbait,1
3552,"Renovasi Rumah Semakin Mudah, Simak Empat Hal Ini",clickbait,1
8556,Intip Seksinya Bella Hadid Cuma Pakai Lingerie di Paris Fashion Week,clickbait,1
3469,"Menteri Susi Pamitan, Jangan Sampai Pencuri Ikan Kembali Berkeliaran!",clickbait,1
5196,Zaman Now Nggak Punya JKN-KIS??,clickbait,1
916,Mengapa Kurang Tidur Bisa Bikin Gemuk? Ini Alasan Ilmiahnya,clickbait,1
7560,"Takuti-takuti Korban dengan Azab 7 Turunan, Oknum Polisi Rangkap Guru Ngaji Cabuli 5 Siswi SD",clickbait,1
6153,4 Hal yang Mesti Dipahami untuk Investasi Emas Digital,clickbait,1
7781,"Batal Buka Baju, Tunangan 'Cantik' Lucinta Luna Justru Ketahuan Pakai Bra?",clickbait,1
8028,"Fahri Hamzah Dijatah Uang Pensiun Rp 3,8 Juta Per Bulan, Akui Lebih Kecil Dari Penghasilan Istri",clickbait,1
464,Ini 7 Tuntutan Mahasiswa yang Demo di Depan DPR,clickbait,1
7259,"Demokrat Siap Bantu Pemerintahan Jokowi-Ma'ruf, Ini 4 Agenda Utamanya",clickbait,1
6697,Alasan BMW Tetap Merawat Pasar di Daerah,clickbait,1
2603,Menikmati Sunset Pulau Dewata di Toko Oleh-Oleh,clickbait,1
684,"RKUHP Denda Gelandangan Maksimal Rp 1 Juta, Ini Cerita Para 'Pengemis Tajir'",clickbait,1
1272,Bastian Steel Hidup Dalam Pergaulan Bebas dan Punya Anak Istri Dalam Film Ini,clickbait,1
2618,4 Karya BJ Habibie di Industri Dirgantara yang Bikin Bangga Indonesia,clickbait,1
6552,"Bank BUMN Dibobol Rp 16 Miliar Pakai Aplikasi Kudo, Ini Modusnya",clickbait,1
1271,"Ruben Onsu Berencana ke NTT, Bakal Urus Adopsi Betrand Peto?",clickbait,1
1324,"Posting Foto Dengan Tagar 'Proud of Akad', Ivan Gunawan Sudah Nikah?",clickbait,1
7325,"Fakta Sidang Perdana Kasus Narkoba Jefri Nichol, Deg-degan Hingga Hadirnya Sang Ibu dan Kekasih",clickbait,1
1321,"Gara-Gara Air, Kim Jae Wook Akhirnya Cium Park Min Young",clickbait,1
7483,"5 Zodiak Paling Cerewet: Gemini Pandai Mencairkan Suasana Agar Tak Membosankan, Kamu Termasuk?",clickbait,1
8360,"Komedian Rony Dozer Dilarikan ke Rumah Sakit Usai Kaki Bengkak, Begini Kondisinya",clickbait,1
2785,Terungkap di Balik Wajah BJ Habibie yang Tersenyum Saat Meninggal,clickbait,1
3493,Ini 5 Manfaat Puasa Senin Kamis untuk Kesehatan,clickbait,1
7568,Raffi Ahmad Tak Terima Merry Kerja Ikut Bu Dendy? Mantan Asisten Buat Pengakuan: Sumpah Demi Allah!,clickbait,1
8174,Ini Dalih Ketua DPR Bamsoet Usai Tolak Berdialog Dengan Mahasiswa,clickbait,1
2464,"Belum Ada Tersangka Kasus ART Tewas Diterkam Anjing, Kenapa?",clickbait,1
2727,"Apple Umumkan iPad Anyar 10,2 Inci, Harganya?",clickbait,1
7148,"Viral Curhat Wanita Temukan Amplop Berisi Segepok Uang & Surat, Tangisnya Pecah Tahu Rahasia Suami",clickbait,1
1313,Co Working Space dengan View Laut Pertama dan Satu-Satunya di Jakarta,clickbait,1
8518,Rohaniawan Katolik Romo Magnis Harap Jokowi Berani Cabut UU KPK,clickbait,1
559,"Viral Pelajar Tewas Saat Hendak Ikut Demo DPR, Begini Kejadiannya",clickbait,1
978,"Agar Selalu Terlihat Rapi, Hindari 5 Penyebab Rambut Kusut",clickbait,1
8203,Barang Ini Langsung Terjual Ludes Usai Dipakai Suzy di 'Vagabond',clickbait,1
1882,"Melemah, Ini Kurs Rupiah di 6 Bank Besar",clickbait,1
6423,Pengusaha Sebut 4 Nama Ini Cocok Mengisi Kabinet Jokowi Jilid 2,clickbait,1
2018,"Fahri Hamzah Usul Jokowi Segera Lantik Firli Cs, Ini Alasannya...",clickbait,1
6998,"PGI Prihatin Upaya Pelemahan KPK, Ini Aspirasinya",clickbait,1
8444,Daftar Proyek Besar-Besaran untuk Ultah Jimin BTS di Korsel dan Dunia Bikin Melongo,clickbait,1
8238,"Lee Chan Hyuk AkMu Tolak Wamil di Pelayanan Publik dan Pilih Marinir, Dibandingkan dengan Rapper Ini",clickbait,1
8085,Jun U-Kiss Beberkan Proses Uniknya Dapatkan Peran Yoo Beom Jin Di 'Class of Lies',clickbait,1
1273,"Ada Sosok Ari Tulang di GUNDALA, Bisa Tebak Perankan Siapa?",clickbait,1
7569,Kesaksian Petugas BPDB yang Bertemu Beruang Buas Saat Jalankan Tugas Padamkan Kebakaran Hutan,clickbait,1
3824,Brutal!!! Geng Motor Serang Perumahan Warga Pakai Sajam dan Panah,clickbait,1
7854,"Rezky Aditya Jawab Soal Pertemuan dengan Keluarga Citra Kirana, Beri Tanda 'Cinta' Bikin Baper",clickbait,1
3382,"Oppo A9 (2020) Resmi Meluncur di Indonesia, Ini Spesifikasinya",clickbait,1
2119,Cara Mengolah Sayuran yang Benar agar Nutrisinya Tidak Hilang,clickbait,1
8005,"Nayeon Twice Bikin Pangling Berambut Pirang, Ini Komentar Yeri Red Velvet",clickbait,1
1444,"Fakta Unik 'POKEMON DETECTIVE PIKACHU', Kini Bisa Ngomong Seperti Manusia",clickbait,1
1858,"Anggaran Pilkada Surakarta 2020 Capai Rp 17,8 Miliar, Ini Rinciannya",clickbait,1
5913,Ini Tiga Calon Lawan Fury Setelah Kalahkan Wallin,clickbait,1
7614,"Krisdayanti Umbar 'Cincin Thanos' Mewah di Pelantikan DPR, Suami Curhat Bisnis Gulung Tikar?",clickbait,1
8029,"Sehat Dan Lezat, 7 Kuliner Olahan Aloe Vera Ini Wajib Banget Kalian Coba!",clickbait,1
7916,"Teuku Wisnu Terharu Anak STM Bentrok Tapi Berhenti Saat Azan Magrib, Bagikan Video Menyentuh Ini",clickbait,1
7411,"Sempat ''Ngamuk'' Nama Anaknya Dicontek, Franda dan Samuel Zulgywyn Kompak Batasi Kolom Komentar",clickbait,1
8053,Gandhi Fernando Beri Tanggapan Soal Cibiran Netizen Usai Sindir Hobi Pamer Barbie Kumalasari,clickbait,1
8330,"Sulli Bela HA:TFELT Bukan Caper Usai Bongkar Chat Mantan, Malah Disambut Nyinyiran",clickbait,1
7807,"Korea Drama Awards 2019: Sederhana Tapi Menyentuh, Ini Pidato Kemenangan Ong Sung Woo",clickbait,1
1490,"Unggah Foto di Liburan, BTS Siapkan Program 'Bon Voyage'?",clickbait,1
7396,Kasus Istri Bunuh Suami dan Anak Tiri: Di Mana Dukun Santet yang Disewa Aulia Kesuma?,clickbait,1
3173,"Gara-Gara Mimpi Buruk, Perempuan Ini Telan Cincin Pertunangannya",clickbait,1
7799,"Masih Belia, Wajah Ganteng Limbad di Foto Lawas Ini Sukses Curi Perhatian Netter",clickbait,1
7326,"Blak-blakan, Bebby Fey Bongkar Isi Chat YouTuber yang Telah Lecehkannya, Atta Halilintar?",clickbait,1
1014,"Perawatan Kulit Seluruh Tubuh, Simak 3 Cara Cegah Kulit Kering",clickbait,1
7579,Ramalan Zodiak Hari Ini Kamis 19 September 2019: Aquarius Penuh Kreativitas sedangkan Taurus Ragu,clickbait,1
3695,Ini Produsen Komponen Lokal yang Sokong Produksi Mobil Esemka,clickbait,1
8145,"BLACKPINK Tanpa Rose Ketemu Shawn Mendes, Dandanan Jennie Paling Disorot",clickbait,1
8538,Empat Pemuda Relawan Karhutla Kalimantan Bakal Bagikan Kisah Inspiratif Di 'Hitam Putih',clickbait,1
7778,Pangeran Harry Tuntut Media Inggris Gara-Gara Takut Meghan Markle Bernasib Sama Seperti Putri Diana,clickbait,1
3615,Kisah Mualaf: Pria Bali Masuk Islam Usai Dengar Ceramah Zainuddin MZ & Arifin Ilham,clickbait,1
2614,Keinginan untuk Bunuh Diri Bisa Muncul karena 5 Kondisi Ini,clickbait,1
3312,"Beredar Undangan Pesta , di Serpong Tangsel, Polisi : Hoax!",clickbait,1
2537,Hatem Ben Arfa dan 7 Pemain Bintang yang Tak Punya Klub,clickbait,1
2786,Mampukah Indonesia Jadi Negara Maju di 2045?,clickbait,1
3594,"Gagal Jegal IT: Chapter 2, Hustlers Tetap Tampil Apik di Box Office",clickbait,1
3462,"Oppo A9 2020 Bakal Meluncur Sore Ini, Berapa Harganya?",clickbait,1
2544,5 Pelatih dengan Bayaran Tertinggi di Dunia,clickbait,1
7824,Kocaknya Kim So Hyun Pegang Bagian Intim Jang Dong Yoon di 'The Tale of Nokdu',clickbait,1
6689,"Alasan Tak Boleh Menyebut Anak Gemuk, Ini Kata Peneliti",clickbait,1
8480,"Dulu 'Tertawakan' Syahrini Sebagai Sarjana Hukum, Sikap Najwa Shihab Kritik RUU KUHP-KPK Disorot",clickbait,1
1128,"Setelah Pelembut Pakaian, Jungkook BTS Bikin Minuman Ini Ludes Terjual",clickbait,1
2003,Ini Ubahan Eksterior dan Interior Toyota Calya 2019,clickbait,1
7552,"Komentari Perut Rosa Meldianti, Lucinta Luna & Keponakan Dewi Perssik Adu Pendapat Soal Wanita Seksi",clickbait,1
3430,"Era Industri 4.0, Mahasiswa Ini Ciptakan Pendeteksi Kesuburan Tanah   ",clickbait,1
7516,"Tiga Pejabat Pemkot Ingin Maju Pilkada Tangsel 2020, Apa Kata Airin?",clickbait,1
3486,"Cerita Bripka Eka, Polisi Viral karena Nemplok di Kap Mobil di Pasar Minggu",clickbait,1
3050,"Ini Isi Peternakan Mewah Milik Raja Minyak Pickens Seharga Rp3,5 Triliun",clickbait,1
2834,Saat Warga Antre Berfoto dan Berdoa di Makam BJ Habibie,clickbait,1
8481,Video Ini Jadi Bukti Kalau Nick Jonas Terlalu Bucin pada Priyanka Chopra,clickbait,1
1358,"7 Foto Balita Baekhyun EXO, Bukti Dari Kecil Sudah Punya Aura Seorang Idol",clickbait,1
1535,"Sandra Dewi Akhirnya Pamer Wajah Mikhael Moeis, Ganteng Banget!",clickbait,1
6384,"Industri Tekstil Dalam Negeri Tiarap, Salah Siapa?",clickbait,1
7965,"Super Junior Ungkap Tracklist Untuk Album Comeback 'Time Slip', Bakal Bawakan 10 Lagu",clickbait,1
2897,6 Wonderkid yang Diprediksi Bersinar di Liga Champions 2019-2020,clickbait,1
3693,"Disinggung soal Makna Lagu Kasih Sayang Kepada Orangtua, Ini Jawaban Mawang",clickbait,1
1655,5 Fakta Menarik Animasi SpongeBob SquarePants yang Perlu Kamu Tahu!,clickbait,1
3374,Hot Gosip: 3 Jogetan Seksi Nikita Mirzani Hingga Fakta Pernikahan Tiga Setia Gara,clickbait,1
8097,Atta Halilintar Tanggapi Soal Nama Disebut Bebby Fey: Udah Pansosnya?,clickbait,1
8167,Begini Isi Cuitan Soal Papua Yang Bikin Dandhy Laksono Ditetapkan Jadi Tersangka,clickbait,1
4525,"Makin Tua Makin Gemuk, Kenapa Ya?",clickbait,1
8522,"Seulgi Red Velvet Posting Foto Belanja Di Minimarket, Netizen Indonesia Salfok Gara-Gara Ini",clickbait,1
348,"Purnomo-Teguh Daftar Cawalkot Solo, Peluang Gibran Tertutup?",clickbait,1
6365,"Ronaldo Buka-bukaan saat Wawancara, 9 Hal Ini Penting Diketahui",clickbait,1
3771,"Sebentar Lagi, Minyak Curah Dilarang, Warga Harus Beli Minyak Kemasan",clickbait,1
3621,"Meluncur di Tiongkok, Ini Bocoran SUV Baru dari Wuling",clickbait,1
7535,"Ini Dia Pemenang ""Sony Eco Shopping Bag Design Contest"", Hasilnya Kreatif Banget!",clickbait,1
3041," Pendarahan, Lucinta Luna Kaget Dengar Hasil USG",clickbait,1
2985,5 Rekomendasi KEIN untuk Pemerintahan Jokowi-Ma'ruf Amin,clickbait,1
3197,"Helm Ini Dilengkapi AC, Bikin Bikers Adem Sepanjang Jalan",clickbait,1
5931,Delapan Jurus Jitu Genjot Industri Tekstil Nasional,clickbait,1
7019,"Renang, Basket dan Olahraga Ini Bikin Tinggi, Mitos atau Fakta?",clickbait,1
5002,Tak Suka Susu? Nikmati Saja Yogurt dengan Kandungan Vitamin C,clickbait,1
7847,"Ku Hye Sun Rilis Lagu Berjudul Mengerikan, Netter Kembali Khawatir",clickbait,1
996,"Sebelum Yoga, Sebaiknya Hindari Mengonsumsi 4 Makanan Ini",clickbait,1
7597,Dandanan Seulgi Red Velvet di Event Gucci Dibilang Kampungan,clickbait,1
2303,"Indonesia Vs Thailand, Alasan Suporter Tamu Tak Takut ke Jakarta",clickbait,1
7553,"Laode Sebut Masa Tergelap KPK Usai Revisi UU KPK, Najwa Shihab Syok Bertanya 2 Kali Dengar Fakta Ini",clickbait,1
1582,"Sebelum Tertangkap Narkoba, Ini Deretan Film Jefri Nichol!",clickbait,1
1205,"Uang Bukan Alasan, Pemain 'AVE MARYAM' Tidak Dibayar?",clickbait,1
87,Terungkap! Video Porno di Sumedang Diperankan Pasangan Selingkuh,clickbait,1
7389,"Fakta Jokowi Bertemu Tokoh Papua: Peran Kepala BIN Budi Gunawan, Eks Timses Jadi Ketua Rombongan",clickbait,1
8388,"Puput Istri Ahok Cantik Saat Hamil Tua, Tulisan Maia Estianty Diserang Haters Syahrini-Topik Pagi",clickbait,1
2633,BJ Habibie Punya Jiwa Entrepreneur Tinggi,clickbait,1
8407,Zaskia Adya Mecca Blak-Blakan Ungkap Rasanya 10 Tahun Nikah Dengan Hanung Bramantyo,clickbait,1
3932,Ini Dia Pemilik dan Manajer Pabrik Mancis yang Terbakar di Langkat,clickbait,1
1759,"Seorang Polisi Tepergok Tanpa Busana dengan Istri Orang, Ini Sanksi yang Menanti",clickbait,1
6495,"Raditya Dika Pernah Alami Mata Kering, Ini Saran Dokter",clickbait,1
7628,Lee Jinhyuk Akhirnya Umumkan Tanggal Debut Solo dan Rilis Akun Media Sosial Resmi,clickbait,1
3812,"5 Ambulance DKI Disebut Bawa Batu dan Bensin, Ini Jawaban Elegan Anies, Postingan Polda Metro Langsung Dihapus",clickbait,1
3448,"Kejutan, Shesar Singkirkan Jonatan Christie di Babak Pertama China Open 2019",clickbait,1
1994,"Bus Persib Dilempari Batu dan 2 Pemain Terluka, Begini Kronologinya",clickbait,1
7130,"Raffi Ahmad Kaget Marshanda Sebut 2 Kata Ini untuk Barbie Kumalasari, Ibunda Sienna Beri Penjelasan",clickbait,1
8399," Dikenal Kocak, Natasha Rizki Bongkar Sifat Asli Desta Di Rumah Jauh Beda",clickbait,1
7997,"Onadio Leonardo Cerita Pengalaman Jadi Papa Muda, Ingin Sang Putra Tumbuh Jantan Bak Gangster ",clickbait,1
7836,"Bertahun-tahun 'Sembunyikan' Anak, Nadya Hutagalung Akhirnya Ekspos Buah Hatinya Ke Media Sosial",clickbait,1
2869,"Jadi Komentator Golden Memories Asia Indosiar, Ini 5 Hit Besar Ruth Sahanaya",clickbait,1
3565,"Ekonomi RI Gampang Masuk Angin, Kok Bisa?      ",clickbait,1
3909,"Viral Paskibra Yatim Digantikan Anak Pejabat, Bupati : Anak Saya Luar Biasa...",clickbait,1
2379,Cara Menyimpan Twit Orang Lain di Twitter Tanpa Ketahuan Follower ,clickbait,1
6031,"Pembobolan Bank Pakai KUDO, 2 Buron Terlacak Ada di ...",clickbait,1
7338,"Taati Peraturan di SPBU, Pengendara Motor Ini jadi Perhatian, Dilihat Banyak Orang",clickbait,1
8163," Tata Janeeta Beri Wejangan Cita Citata Soal Pelakor, Digoda Curhat Pengalaman Pribadi",clickbait,1
712,"Mulan Jameela Cs Ditetapkan Jadi Anggota DPR, Ini Penjelasan Gerindra",clickbait,1
8269,Suka Nonton Tapi Enggak Ada Waktu? Cobain 8 Aplikasi Streaming Film dan Drama Terpopuler Ini!,clickbait,1
3363,"Intip Tampilan Gaya Miley Cyrus Tanpa Bra, Bikin Netizen Gagal Fokus!",clickbait,1
7868,"Bantah Hambur-Hamburkan Uang, Ternyata Ini Alasan Uya Kuya Suka Beli Barang Branded",clickbait,1
7759,Beda Tinggi Rowoon SF9 dan Kim Hye Yoon di Jumpa Pers 'Extraordinary You' Jadi Sorotan,clickbait,1
8523,"Ikut Aksi #SurabayaMenggugat, Mahasiswa Cewek Heboh Cari Skincare Demi Kulit Glowing",clickbait,1
3229,Saham Perusahaan Energi Ini Meroket Imbas Serangan Drone,clickbait,1
6208,"Festival Tanjung Lesung, Berikut Rangkaian Acaranya",clickbait,1
6116,"Jack Ma Pensiun Hari Ini, Bagaimana Bisnis Alibaba ke Depannya?",clickbait,1
3079, Timnas Indonesia U-16 vs Mariana Utara Bisa Disaksikan Di Sini,clickbait,1
3450,3 Analisis soal Nominator Pemain Terbaik FIFA 2019 ,clickbait,1
7994,"Mulan Santun Pakai Baju Bodo di Pelantikan DPR, Riasan Wajah dan Pipi Memerah Disorot",clickbait,1
5375,Ini Identitas Lima Pelajar SMP Budaya Jakarta yang Tewas Tenggelam di Baduy,clickbait,1
2894,3 Calon Mesin Gol Manchester City Jika Sergio Aguero Pergi,clickbait,1
7850,Verrell Bramasta Tuai Komentar Heran Usai Posting Foto Tidur Mangap di Pesawat,clickbait,1
3380,"7 Tempat Kuliner Halal di Sydney, dari Menu Portugal hingga Masakan India",clickbait,1
8228,"Puput Hamil Tua Peluk Manja Ahok, Veronica Tan Bongkar Kegiatan Usai 'Menghilang'",clickbait,1
8118,"Sempat Dianggap Pencitraan Hingga Diremehkan, Awkarin Kini Pamer Senyum Lebar Gara-Gara Hal Ini",clickbait,1
2547,3 Kendala Manchester United yang Belum Diatasi Ole Gunnar Solskjaer,clickbait,1
7899,Beredar Video G-Dragon Big Bang Clubbing Sambil Merokok dan Mabuk-Mabukan,clickbait,1
8457,Begini Perbedaan Sikap Wiranto Hadapi Demo Mahasiswa di 1998 dan 2019,clickbait,1
3915,"Jayapura Mencekam! Kantor-kantor Dibakar, Warga Sembunyi di Rumah",clickbait,1
3942,Merinding! Ini Makna Tulisan Terakhir Ustadz Arifin Ilham,clickbait,1
8244,"Woozi Hingga Mark - Doyoung NCT, Sederet Penyanyi Ini Dikonfirmasi Isi OST 'The Tale Of Nokdu'",clickbait,1
7843,"Kini Tak Wajib Ditayangkan, Berikut Adegan Film G30S/PKI Yang Diduga Tak Akurat",clickbait,1
7603," Sebagai Mantan, Delon Thamrin Beri Pesan Ini Ke Suami Tajir Jill Gladys",clickbait,1
6661,"Buwas Ancam Bongkar Modus BPNT, Bagaimana Sistem Penyalurannya?",clickbait,1
8132,Gaya Tzuyu Twice yang Bak Cewek Bangsawan di Album 'Feel Special' Tuai Decak Kagum,clickbait,1
7838,"Puan Maharani Hampir Pasti Jadi Ketua DPR, Ini Alasan PDIP",clickbait,1
1033,Reaksi Tak Terduga Luna f(x) Usai Tinggalkan SM Entertainment,clickbait,1
959,Suka Bersikap Seperti Ini Ternyata Membuatmu Menyebalkan!,clickbait,1
7327,"SBY Sebut Keadaan Indonesia Mengundang Bahaya di Masa Depan: Kebencian Menguat, Ini Lampu Kuning!",clickbait,1
3065,Ibu Kota Baru Gunakan Tanah Milik Konglomerat Sukanto Tanoto?,clickbait,1
1165,"Pelukan dan Gandengan Tangan, Roy Kiyoshi dan Evelyn Nada Anjani Resmi Pacaran?",clickbait,1
6731,"Masalah Takut Menikah Atau Gamophobia, Sudah Tahu?",clickbait,1
3270,Banyak Kehilangan Teman saat Masuk Dunia Kampus? Ini Cara Mengantisipasinya!,clickbait,1
2971,Bercinta Jam 6 Pagi Tingkatkan Peluang Punya Anak?,clickbait,1
8468,Penampilan Ganteng di Event Chanel Bikin Lee Dong Wook Dapat Julukan Vampir Hingga Pangeran,clickbait,1
3478,"Keliling Tokyo, Intip 5 Momen Liburan Seru Luna Maya",clickbait,1
8255,Jessica Iskandar Ngaku Sempat Sakit Gara-Gara Stres Urus Persiapan Nikah di Dua Tempat,clickbait,1
2489,"Metro Sepekan: Cerita Kecelakaan Tol Cipularang, Siapa Wanita Berbaju Putih?",clickbait,1
2993,3 Alasan Transaksi Uang Tunai di Atas Rp 100 Juta Harus Dilarang,clickbait,1
1470,"8 K-Pop Idol Ini Pernah Mengaku Naksir Dengan Idol Lain, Siapa Saja?",clickbait,1
3815,"SEBARKAN! Kecanduan Hape, Ratusan Anak Masuk Rumah Sakit Jiwa!",clickbait,1
8462,"Nagita Slavina Tenteng Tas Kulit Buaya, Netter Sibuk Hitung Angka Nol Saat Tahu Harganya",clickbait,1
8509,"Ikut Geram Dengan DPR, Anji Dukung Demo Mahasiswa Untuk Wakili Suara Rakyat",clickbait,1
860,"Move On, Ini 5 Tanda Mantan Tak Akan Mengajakmu Balikan",clickbait,1
3772,"Ya Tuhan... Hubungan Sedarah di Sumut Meningkat 40%, Paling Banyak Kasusnya di...",clickbait,1
1429,2 Seleb Ini Jalani Puasa Pertama Setelah Putuskan Jadi Mualaf,clickbait,1
3393,"UU Jaminan Produk Halal Akan Diberlakukan,  Ini Tanggapan Ombudsman",clickbait,1
7382,"Ungkap Sikap sang Suami, Dian Sastrowardoyo: Kalo Aku Potong Rambut Didiemin 2 Hari",clickbait,1
2596,"Posisi Kalapas Sukamiskin Kembali Diganti, Mengapa?",clickbait,1
1510,"12 Artis Ini Pernah Jadi Anggota Paskibra, Siapa Saja Mereka?",clickbait,1
1464,"Hengkang dari The Voice Setelah 16 Season, Adam Levine Ada Masalah?",clickbait,1
1524,"Yuk, Jemput Impian Kamu Bareng Julian Jacob!",clickbait,1
7562,Apa Peran Menpora dalam Kasus Dugaan Korupsi Dana Hibah KONI?,clickbait,1
8409,"ITA 2019: Luna Maya 'Istri RM BTS' Melet Alay Salami NCT 127, Indra Herlambang Sopan Bungkuk Dipuji",clickbait,1
6065,"Persib Vs Semen Padang 1-1, Benarkah Ada Upaya Walk Out?",clickbait,1
922,"Diabetes hingga Kanker, Ini Manfaat Kulit Pisang untuk Kesehatan",clickbait,1
7293,"Kisah Cinta Habibie dan Ainun, Cara Habibie 'Nembak' Ainun & Momen Haru Perayaan Pernikahan Terakhir",clickbait,1
5383,"Yuk, Perhatikan Asupan Ibu Hamil dan Anak-anak",clickbait,1
7661,"Najwa Shihab Tampar Balik Nyinyiran 'Antek Orde Baru', Justru Dikritik Tak Merasa Bersalah",clickbait,1
7718,Zico Banjir Sindiran Usai Blak-blakan Singgung Skandal 'Golden Phone' Jung Joon Young Di Lagu Baru,clickbait,1
2130,"""Urusan Ranjang Bukan Urusan Negara...""",clickbait,1
7698,Mahasiswa Pendemo di Jakarta Nangis Sesenggukan Sambil Peluk Polisi Gara-Gara Ini,clickbait,1
7461,Suasana Haru di Perpisahan Menpora; Saling Peluk Hingga Meneteskan Air Mata,clickbait,1
7708,Video Bodyguard NCT Dorong Penggemar di Bandara Jadi Perbincangan,clickbait,1
7927,"Wajah Ganteng Cha Eunwoo Usai Hapus Make-up Malah Bikin Netizen Heran, Kenapa? ",clickbait,1
8333,"Justin Bieber Posting Foto Romantis Bareng Hailey Baldwin, Kesalahan Grammar Jadi Sorotan",clickbait,1
1772,"7 Kisah Pasien Ditandu Menuju Puskesmas, Disebut ""Ambulans Desa"" hingga Selamatkan Ibu Melahirkan",clickbait,1
3775,Inilah 3 Lokasi di Kota Medan dengan Harga Rumah yang Fantastis!,clickbait,1
8277,Pandji Pragiwaksono Beri Pengakuan Mengejutkan Pernah Jadi 'Korban' YouTuber Terkenal Raditya Dika ,clickbait,1
1658,"Chris Hemsworth atau Natalie Portman, Ini Bintang Utama Thor: Love and Thunder",clickbait,1
8166,"Dukung Penuh Atta Halilintar, Sunan Kalijaga Ngaku Lagi Pansos",clickbait,1
2854,5 Kata-Kata Mutiara BJ Habibie Semasa Hidup yang Menyentuh Hati,clickbait,1
8422," Unggah Foto Begini Saat Hamil, Kimberly Ryder Peringatkan Netter Jangan Panik",clickbait,1
2678,Cut Meyriska Tunjukkan Tanda-Tanda Kehamilan?,clickbait,1
3461,"Tampil Mengenakan Hijab, Awkarin Hijrah?",clickbait,1
7627,Jackson GOT7 Buka-Bukaan Soal Hubungan Dekatnya dengan RM BTS,clickbait,1
3028,"Memopulerkan Fesyen Ramah Lingkungan untuk Pria, Bakal Jadi Tren , Ya?   ",clickbait,1
7952,Pernikahan Justin Bieber dan Hailey Baldwin Ternyata Bikin Banyak Orang Kesal Gara-Gara Hal Ini,clickbait,1
6570,"5 Pilihan Olahraga saat Hamil Muda, Jalan Kaki hingga Pilates",clickbait,1
5160,"Land Rover Defender Pertahankan 'Konde', Ini Alasannya",clickbait,1
2795,Melihat Lebih Dekat Liang Lahat untuk BJ Habibie,clickbait,1
5555,"IHSG Diprediksi Balik Menguat, Pilih 6 Saham Ini",clickbait,1
7800,Surya Paloh Tanggapi Santai Soal Megawati Yang Melengos Tak Menyalaminya,clickbait,1
3696,"Ternyata, Ini Alasan Adele Gugat Cerai Simon Konecki",clickbait,1
8598,"Dinar Candy Curiga Bebby Fey Tak Lapor Polisi Meski Dilecehkan, Sebut Atta Halilintar Korban Fitnah",clickbait,1
3482,"Keren, Ini Cara Milenial Selamatkan Ekosistem Mangrove",clickbait,1
8034,Klarifikasi Mulan Jameela Soal Kebohongan dan Isu Gagal Paham Program Anggota DPR,clickbait,1
3458,"Barcelona dan Madrid Berburu Van Dijk, Siapa Dapat?",clickbait,1
7615,"Akting Dikritik, Shin Se Kyung Bangga Bintangi 'Rookie Historian Goo Hae Ryung'",clickbait,1
4015,Sampai Kapankah Seorang Anak Disebut Yatim?,clickbait,1
2625,Milenial Bakal Sulit Punya Rumah di Ibu Kota Baru,clickbait,1
8343,Fans Tertawakan Tingkah Konyol Sehun EXO saat Berikan Benda Ini pada Penonton di Konser,clickbait,1
8271,"Unggah Foto-foto Misterius, Tiffany Young Isyaratkan Comeback?",clickbait,1
1138,Ini Alasan Produser 'PERSONA' Pilih IU Jadi Pemeran Utama,clickbait,1
5933,"Perusahaan Malaysia Biang Karhutla di Indonesia, Ini Respons Mahathir",clickbait,1
1166,"Kang Daniel - Jihyo TWICE Pacaran, Kenapa Lagu Baekhyun EXO 'UN Village' Trending?",clickbait,1
8089,Keanu Reeves Beri Bocoran Soal Naskah 'The Matrix 4',clickbait,1
3671,Ini Cara Bangun Subuh Tepat Waktu ala Habib Mundzir,clickbait,1
350,"Rapat Gabungan Pimpinan MPR Sepakat Ubah Tata Tertib, Ini Rinciannya",clickbait,1
7329,Ini Alasan Bebby Fey Beberkan Bukti Pelecehan Seksual yang Dialaminya: Jangan Hina Orangtua Saya,clickbait,1
3454,Sri Mulyani Beberkan Alasan Cukai Rokok Naik 23% di 2020,clickbait,1
1296,10 Kolaborasi Idol K-Pop yang Nagih Banget!,clickbait,1
5951,7 Unggulan Indonesia Masuk Jalur Neraka di China Open 2019,clickbait,1
6598,"Arab Saudi Yakin Iran Penyerang 2 Fasilitas Minyak, Ini Buktinya",clickbait,1
3591,"Jelang Hadapi PSG di Liga Champions 2019-2020, Ini yang Diwaspadai Madrid",clickbait,1
